MULakeNumber,date,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2023-06-05,0.171,16.813,80,3.667,5.343437950353772,7.961256633001341,22.687708333333333,6.505386363636363,24.777980392156863,8.599883597883597,2.308731801500926,0.2297821398205436,0.2376360810327264,0.00985664595277045,80,0.28,10.563333333333333,2.2,126.8,3.8922083333333335,41.95708333333334,8.937777777777777,1.3597727272727274,105.24583333333334,11.151515151515152,2.204,3.451833333333333,11.551666666666668,12.740666666666666,2.891,16.813,0.23389021479713606,1.6434722222222222,0.28055555555555556,0.1707090340572974,156.52651515151516,1.141666666666667,39.341092958333334,-91.15300625,238.88458333333332,10.024444444444443,26.223666666666666,8.5
003,2023-06-26,0.062,16.351,132,5.264,6.093273447787593,7.1691917945684365,22.953125,6.667651515151515,24.506604166666666,7.8093571428571424,2.364659288761345,0.23172195632579143,0.27138008472945563,0.0253046206344292,132,0.64,7.67,5.1,95.9,3.921818181818182,43.16439393939394,6.982142857142857,1.437878787878788,82.65178571428571,11.83939393939394,0.062,5.264,9.698,13.244,5.664,5.664,0.23636363636363636,1.1303571428571428,0.3494642857142857,0.30916271721958927,88.83333333333333,-8.68,39.341349015151515,-91.15298946969696,241.5878787878788,7.67,26.7815,8.14
003,2023-07-24,0.03,16.195333333333334,89,4.872166666666667,3.6648722208268496,6.35292779044469,26.5733768115942,7.117866666666667,25.54083333333333,8.049033898305085,3.2639713280384512,0.8978764787857566,0.3456976229016121,0.022076084008205057,89,0.09,9.883333333333336,0.7,125.25,2.797808988764045,33.93651685393258,9.011811594202898,0.2274,112.59347826086956,1.9073333333333333,0.03,3.2223333333333333,4.78,5.684333333333333,2.590333333333333,2.414,1.2077151335311576,1.011086956521739,0.8563768115942029,0.8469863111875583,52.774,-104.17777777777778,39.341455168539326,-91.1528906741573,240.71404494382023,9.847083333333334,27.56908333333333,8.64428401823596
003,2023-08-14,0.013,15.886333333333331,76,4.622666666666667,6.4175909675662695,7.288046483136069,23.581733333333332,6.9156306306306305,25.73324358974359,9.129133333333334,2.5045832715687766,0.28790362083159454,0.29893355990252535,0.01875943791526973,76,0.11,7.21,0.9,89.4,2.4061842105263156,28.930701754385964,4.938571428571429,0.21468468468468468,60.396190476190476,1.781981981981982,0.013,3.4586666666666668,4.715333333333334,5.424666666666667,4.715333333333334,4.715333333333334,0.2897526501766784,0.9441904761904762,0.28114285714285714,0.2977607423845067,33.16036036036036,-96.16666666666667,39.34135504385965,-91.15285728070175,241.265350877193,7.206666666666667,26.307583333333334,8.175028781677847
005,2023-06-05,0.024,14.992,179,5.005,6.723761424222631,6.965674352937938,21.334060975609756,6.636193548387097,24.281852459016392,7.8235762711864405,1.9962854817983953,0.5153575099939172,0.2620844022333196,0.04317040220439142,179,0.79,15.09,6.4,146.3,7.525977653631285,76.8536312849162,11.254634146341463,3.953010752688172,124.42926829268292,32.85913978494624,5.403,5.7135,11.618,14.284,6.76,6.76,0.11082024432809773,2.4498780487804876,0.34195121951219515,0.1395788740106526,11.410752688172042,-105.725,39.02026363128492,-90.9207840782123,172.42625698324022,8.54625,27.967624999999998,8.305028781677848
005,2023-06-26,0.056,14.199,178,4.9295,7.245691883944107,7.323185774956241,20.902238636363638,6.565704545454546,25.835654545454545,8.2413008130081309,1.9050149161322452,1.0218580562078134,0.2668743363286921,0.027988424036899127,178,0.59,12.05,4.7,116.6,5.408707865168539,57.48202247191011,9.066590909090909,1.7459090909090909,100.79431818181818,14.376136363636364,5.691,6.6695,9.871,11.869,5.348,5.134,0.21575342465753425,1.205,0.22397727272727272,0.18587325537533006,15.722727272727273,-104.15,39.02117202247191,-90.9198847752809,169.4876404494382,8.02,27.801666666666666,8.29
005,2023-07-24,0.015,13.846,68,5.394666666666667,7.088761980030987,7.629695705528722,23.20862745098039,6.96089247311828,26.063153846153845,8.511063492063492,2.412708669495828,0.21827124811848314,0.3354027641372703,0.015799032548221965,68,0.16,8.343333333333334,1.3,107,3.1098529411764706,37.666666666666664,5.866666666666666,0.31290322580645163,72.35588235294118,2.6010752688172043,0.015,4.5648333333333335,5.953,6.723333333333334,4.078333333333333,5.5183333333333335,0.8696883852691222,0.69,0.36470588235294116,0.5285592497868713,13.86774193548387,-83.16666666666666,39.021004362745096,-90.9198818137255,174.09607843137255,8.33,28.2295,8.291733626909268
005,2023-08-14,0.024,13.636666666666668,66,6.064333333333334,3.2017559707170387,8.073717376141722,27.46382456140351,7.062111111111111,25.99049523809524,8.82847311827957,3.5116024397921137,0.6762070029173971,0.3794557247694832,0.019251307239902555,66,0.14,7.98,1.1,101.3,3.158131313131313,39.15959595959596,7.757543859649123,0.20682539682539683,98.21929824561403,1.7142857142857142,0.024,3.0778333333333334,4.9173333333333336,5.726,3.275333333333333,5.315333333333333,3.3822714681440447,0.9161403508771929,0.4303508771929825,0.4697433933358867,-38.11904761904762,-96.94999999999999,39.02090712121212,-90.91987595959596,169.1959595959596,7.9725,27.633916666666668,8.260880273593893
011,2023-05-25,0.01066666666666666,13.422333333333333,61,6.2716666666666665,8.685146790174771,10.565437232101162,20.4397094017094,9.772644444444444,22.244233333333334,11.565548387096774,1.605816958980654,0.1448008649616676,0.20987472247430317,0.007799503999060274,61,0.2733333333333334,9.84,2.4,116.26666666666668,4.550218579234973,51.99781420765027,6.868547008547009,0.35555555555555557,79.08547008547009,3.148888888888889,1.439,3.6783333333333337,6.761666666666667,8.194333333333333,3.41,4.134666666666667,0.6221498371335504,0.7430769230769231,0.28581196581196583,0.3846330802852542,-31.14888888888889,-61.28888888888889,38.35841726775956,-91.5393192896175,230.38907103825136,9.641111111111112,24.15833333333333,8.208891729157617
011,2023-06-12,0.02333333333333333,11.574666666666667,61,5.252666666666666,8.389037707754678,9.519943872440768,21.84082638888889,10.572,23.980333333333334,13.608397435897436,1.8393685803550852,0.16817414442240355,0.2895372927722218,0.013030660311710907,61,0.25333333333333335,7.656666666666667,2.2333333333333334,92.16666666666669,4.430218579234973,52.15191256830601,5.535555555555556,0.30962962962962964,65.40902777777778,2.7888888888888888,0.02333333333333333,4.546333333333333,5.743666666666667,6.570666666666667,2.045,5.899666666666667,0.9834983498349833,0.6065277777777778,0.40694444444444444,0.6709411495305702,-49.144444444444446,-63.91111111111111,38.35804661202186,-91.53865846994536,236.5295081967213,7.6466666666666665,24.654533333333337,8.062684123631499
