MULakeNumber,date,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_C,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2017-06-07,0,14.7,223,3.4166666666666665,0.8651054468530344,5.043351664871347,24.63213888888889,8.658319727891156,22.359981132075472,9.44893725490196,2.665026005548498,0.5233231594325429,0.2823383035448354,0.07414820045000517,223,0.01,9.9,0.1,118.9,1.85644245142003,21.421076233183857,9.872777777777777,0.12421768707482993,118.72222222222223,1.129705215419501,0.4,1.2833333333333332,3.1333333333333333,3.433333333333333,NA,NA,NA,NA,NA,NA,145.85918367346937,53.82083333333333,NA,NA,NA,9.862083333333333,24.677125,8.500566137301973
003,2017-07-27,0.002,16.832,237,4.065666666666667,1.6001611495113872,5.034457891472567,29.267128205128206,8.459218954248366,27.47543686868687,9.147597465886939,3.9502636977300654,1.0024095884943194,0.38983577000045405,0.0998958912476071,145,0,7.11,0,93.2,2.5925172413793103,33.399655172413794,7.049145299145299,0.047486338797814207,92.16410256410256,0.43169398907103823,0.002,1.9228333333333332,3.748,3.931666666666666,4.127666666666666,4.782333333333334,0.43013746302418654,0.4754273504273504,-0.36877350427350425,-0.775667415730337,NA,NA,NA,NA,NA,7.091025641025641,29.371,7.989715561786337
003,2017-08-16,0.003,16.2635,209,4.373833333333334,1.5002017872990316,6.332598482467683,26.709457142857143,8.346227414330219,25.632174129353235,9.5302441314554,3.2315595801736663,0.6259251527631643,0.3063685442594865,0.0797604329368098,209,0.03,8.76,0.2,109.4,2.466499202551834,30.27336523125997,8.741857142857143,0.08520249221183801,109.25428571428571,0.7370716510903427,0.6973333333333334,2.2815000000000003,3.316,4.3533333333333335,4.3533333333333335,4.65,1.2976788705431923,0.9568666666666666,-0.11112380952380953,-0.11613301350638493,NA,NA,NA,NA,NA,8.728645833333333,26.751958333333334,8.1306492160573
003,2017-08-26,0,16.37633333333333,158,4.504833333333334,2.76298401505208,4.846291556724946,24.96211111111111,9.121178403755868,23.83328806584362,9.575402597402597,2.715281164894577,1.0733115107913378,0.29418569768288255,0.07294597242445756,158,0.05,7.92,0.4,96,2.9079113924050635,34.75021097046414,7.818253968253968,0.1336619718309859,94.64047619047619,1.1995305164319248,0,3.139333333333333,3.8993333333333338,4.2973333333333334,4.422000000000001,4.8870000000000005,1.5757265656979125,1.164436507936508,-0.433952380952381,-0.37267156946271446,NA,NA,NA,NA,NA,7.9046666666666665,25.030966666666664,7.217721659341452
005,2017-06-07,0,12.8,182,1.9333333333333331,1.48054969662054,4.9927135144463755,26.727816666666666,7.07019696969697,26.618153846153845,9.7365042735042735,3.308197375103532,0.8459390675962385,0.4056111024937542,0.06406995416285285,182,0.02,10.026666666666666,0.1,121.3,2.4796886446886446,29.068131868131868,9.672500000000001,0.15066666666666667,120.845,1.2863636363636364,1.4666666666666666,2.4833333333333334,3.5,3.8666666666666663,NA,NA,NA,NA,NA,NA,120.05757575757576,58.62777777777778,NA,NA,NA,9.635000000000002,26.825944444444445,8.122289617369862
005,2017-06-28,0,14.633333333333333,134,4.016666666666667,4.271320489517607,5.6982851812323005,23.396475177304964,6.868199074074074,24.20508527131783,7.996190476190477,2.461911338968207,0.3506772117211767,0.30658351857836647,0.05020602771302676,134,0.04,7.36,0.3,91.7,2.0539800995024877,24.421393034825872,5.560992907801419,0.09819444444444445,67.03333333333333,0.8148148148148148,0,2.9333333333333336,4,4.233333333333333,NA,NA,NA,NA,NA,NA,162.75324074074075,41.32222222222222,NA,NA,NA,7.348,26.6036,7.594027672897047
005,2017-07-27,0.00266666666666666,13.942,183,3.650666666666667,4.12836235448058,5.721545086591271,27.19902283105023,7.00593896713615,28.50420105820106,9.905486111111111,3.4405958823847413,0.586838680556425,0.44294244125923893,0.06745834373779387,153,0,7.843333333333333,0,105,3.2907407407407407,41.751633986928105,6.591598173515981,0.049105691056910566,84.55844748858448,0.424390243902439,0.08366666666666667,3.3633333333333333,4.024333333333334,4.263,2.9466666666666668,4.665666666666667,9.626088717844848,1.1336666666666666,0.32611415525114157,0.2876631772282931,NA,NA,NA,NA,NA,7.838518518518518,30.615444444444442,8.238314428445364
005,2017-08-16,0.0115,14.078,144,4.053,3.0223516832771287,5.029329973141397,26.995674603174603,7.515805555555556,25.45852192982456,8.769536163522012,3.3591405918796227,1.3404546365319214,0.4176742462868402,0.05419519599432921,144,0.06,9.173333333333334,0.5,115.7,2.2716203703703703,27.02210648148148,8.891746031746031,0.29837037037037034,111.7547619047619,2.618888888888889,1.187,3.3131666666666666,4.215333333333334,5.610333333333333,14.021,5.150666666666667,3.7252421118400503,0.7717301587301587,-0.27885714285714286,-0.36134021678767564,NA,NA,NA,NA,NA,8.995277777777778,27.672527777777777,8.04813246007413
017,2017-05-30,0.4,12.5,143,3.1166666666666667,3.6104404181099965,5.466625479300013,21.633848484848485,10.792522633744856,22.324594594594593,11.996075471698113,1.7715872661917729,0.28055555060822424,0.24680474076375858,0.054063248593372686,143,0.02,9.37,0.2,108.36666666666667,3.555221445221445,39.14918414918415,8.978030303030303,0.5536213991769547,102.23181818181818,5.116460905349794,0.5333333333333333,3.166666666666667,5.5,7.566666666666666,NA,NA,NA,NA,NA,NA,251.57901234567902,241.63888888888889,NA,NA,NA,9.186666666666666,23.459333333333333,8.121669864693668
017,2017-06-19,0.3,13.8,131,3.7333333333333334,4.53963300820398,6.788622783298654,25.605362962962964,10.487439393939393,26.737745614035088,12.044982078853046,2.765467830807779,0.3646976787089402,0.3446282749957656,0.051863149530713644,131,0.04,7.61,0.4,96.8,2.636870229007634,31.960814249363867,6.977703703703703,0.11762626262626263,86.17555555555556,1.0666666666666667,0.3,3.033333333333333,5.133333333333333,5.733333333333333,NA,NA,NA,NA,NA,NA,115.68080808080808,-57.22222222222222,NA,NA,NA,7.607333333333334,27.696666666666665,8.194027672897047
