MULakeNumber,date,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2018-05-29,0.043,15.313,189,1.43275,3.446251983517532,3.908212933217553,24.341475806451612,7.4715454545454545,28.711928571428572,10.501506211180125,2.664603290342484,0.7653596907771367,0.3378269269684822,0.1050482012794609,189,0.21,8.825,1.7,107.8,5.49441798941799,55.833333333333336,7.909274193548387,4.132809917355372,94.66451612903225,34.87768595041322,1.495,1.64425,11.8735,13.222,2.984,2.984,-0.0490332364463541,1.706991935483871,-0.3454758064516129,-0.20238865765565725,NA,NA,NA,NA,NA,7.635,28.942625,7.59193607378351
003,2018-06-18,0.188,14.606,196,1.7305,4.319353535937698,4.857483202117464,25.491094594594593,7.240163793103449,29.416942857142857,10.995198757763974,2.970135726287367,1.6600561400780376,0.39224911457544437,0.08187435788387011,196,0.24,8.58,2,99.1,4.768877551020408,51.55051020408163,7.845405405405406,2.7006896551724138,95.77702702702703,22.69051724137931,1.901,4.2165,10.442,11.596,4.382,4.5,0.12966537966537967,1.8041351351351351,-0.26535135135135135,-0.14707953200605217,NA,NA,NA,NA,NA,7.47,30.0219,7.9512876594187984
003,2018-07-16,0.091,14.695,156,2.325,4.346353658722671,6.3015198364089064,26.729201754385965,6.803231884057971,29.432397435897435,10.268128205128205,3.320596007967197,0.48986519151752067,0.39886641040463633,0.10070821876452533,156,0.02,8.45,0.2,99.55,3.2308653846153845,38.16923076923077,7.026491228070175,0.5539855072463769,88.02719298245614,4.565217391304348,2.408,2.99975,5.038,5.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.964090909090909,30.071772727272727,7.937096393987621
003,2018-08-06,0.06666666666666667,15.40925,237,1.665875,3.083139025152924,3.147287802537084,26.05305,10.665477956989248,27.013493902439023,13.650974489795919,2.8667047747154584,3.015855626918568,0.3705333024707435,0.5930546212456941,237,0.17,8.279166666666667,1.4,103.2,3.817538677918425,45.51002109704641,8.18696875,1.5079408602150537,101.09979166666666,16.198333333333334,0.15208333333333335,1.665875,5.087166666666667,5.5129166666666665,0.06666666666666667,0.06666666666666667,NA,0,0,NA,54.19413978494624,-94.70694444444445,NA,NA,NA,8.175757575757576,27.195878787878787,8.302066500877295
005,2018-05-29,0.147,12.913,129,1.596,4.355489487309397,4.7050450813354665,23.761162790697675,7.109025,29.4266,10.698877192982456,2.5393494771295764,0.8975126025823033,0.3829351679812585,0.12105613096737465,129,0.26,9.96,2.1,111.1,5.07937984496124,53.23565891472868,8.92139534883721,2.696375,105.03488372093024,22.91875,1.912,4.1425,9.129,9.395,5.974,9.188,3.3591081593927896,0.7084883720930233,-0.3754186046511628,-0.5298867552929591,NA,NA,NA,NA,NA,7.825714285714286,29.894428571428573,8.404346508697898
005,2018-06-18,0.102,12.854,199,2.2515,4.625732400978078,4.966388062814056,25.53427358490566,7.332114942528736,29.73598305084746,11.859192857142856,2.976804407504119,0.7670656719794717,0.45121365555816406,0.07130001426062525,199,0.19,9.11,1.5,104.8,4.745577889447236,55.653768844221105,7.6000943396226415,1.1480459770114944,92.98867924528302,9.875862068965517,2.75,3.6550000000000002,6.627,7.091,2.998,6.982,7.329770992366412,0.742056603773585,0.0404811320754717,0.05455262020392077,NA,NA,NA,NA,NA,7.314166666666667,30.5515,8.161720966793899
005,2018-07-16,0.005,12.942,202,2.768,5.708298146800286,5.930223569172847,24.666216216216217,6.972724137931034,30.318086206896552,11.30042361111111,2.7708195396565998,0.5712701479659364,0.42097162521864384,0.08541823021620713,202,0.04,9.44,0.3,111.1,3.607722772277228,44.9450495049505,6.3983783783783785,0.18011494252873564,80.37747747747747,1.5103448275862068,3.213,3.3070000000000004,4.966,5.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.699090909090909,30.692272727272726,8.083452711299964
005,2018-08-06,0.05675,13.179166666666667,178,3.8307499999999997,5.644362969080577,6.48379965370455,24.57760843373494,6.984786585365853,27.147079365079364,9.047507971014493,2.7478797760044245,0.313982789890344,0.392033315608639,0.02539828565699026,178,0.2,8.7475,1.6,108.9,3.249742509363296,39.8811797752809,6.616244979919679,0.2732621951219512,82.54347389558234,2.2623983739837397,2.4665833333333333,2.98625,4.6810833333333335,5.306666666666667,0.05675,0.05675,NA,0,0,NA,-36.48770325203252,-110.34015151515152,NA,NA,NA,8.335606060606061,28.081234848484847,8.430200385324463
013,2018-05-16,0.004,6.527,70,3.92,5.128323132671392,6.0510105675685955,21.25685106382979,13.014333333333333,22.749529411764705,15.439944444444444,1.4379084071005082,0.3524007570302966,0.38603187574415315,0.135318083871212,70,0.2,9.2,1.9,112.2,2.6644285714285716,31.295714285714286,3.823404255319149,0.21666666666666667,45.18723404255319,2.05,1.019,2.341,3.67,3.882,2.39,2.39,0.8323970037453183,0.7914893617021277,0.18106382978723404,0.22876344086021505,NA,NA,NA,NA,NA,9.003333333333334,25.79566666666667,8.243513059177983
013,2018-06-11,0.08,5.475,142,4.342499999999999,4.056367824068097,4.43813732009639,27.492268518518518,16.156652173913045,26.940008620689657,16.30903846153846,2.5392347813627794,1.3171472935161503,0.8671110526322524,0.06714003092782841,142,0.13,10.95,1.3,143.8,4.811056338028169,62.72042253521127,6.269629629629629,0.15434782608695652,81.88148148148149,1.5739130434782609,0.503,1.831,2.548,2.709,0.417,0.816,0.5405725100544121,2.164972222222222,1.5016851851851851,0.6936279226916777,NA,NA,NA,NA,NA,10.7075,29.844166666666666,8.423363868092848
