MULakeNumber,date,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH
003,2019-05-23,0.016,16.951333333333334,179,0.3178333333333333,5.336600387659953,6.589032484573155,18.078807291666667,6.079919871794872,22.57477777777778,10.218967244701348,1.3555090975190751,0.2834391011843329,0.1489262320713959,0.03231468004889199,165,0,9.516666666666666,0,106.66666666666666,4.697818181818182,45.670481927710846,7.394739583333333,2.915259259259259,79.58125,23.464102564102564,0.17333333333333334,2.7171666666666665,13.120666666666668,13.521333333333333,1.9236666666666664,1.9236666666666664,0.08614976805831677,2.32359375,0.19171875,0.08250958240871493,183.6503205128205,193.07083333333333,NA,NA,NA,9.222222222222221,22.146296296296295,8.191874998016823
003,2019-06-12,0.002,13.204333333333333,106,3.3026666666666666,6.18841059182834,7.009535362689563,20.785251366120217,6.3406666666666665,23.25018115942029,8.340605555555555,1.888386700924002,0.19024570765557244,0.2692798605072653,0.016562838897068628,106,0.44666666666666666,8.83,4.333333333333333,105.56666666666666,4.319528301886792,46.034591194968556,5.226775956284153,3.2282905982905983,61.36120218579235,26.223931623931623,0.18766666666666665,1.3313333333333333,3.0756666666666668,3.6283333333333334,3.386,1.5393333333333332,0.134640522875817,1.7933333333333332,0.42540983606557375,0.23721738070571027,148.86068376068377,153.98333333333335,NA,NA,NA,8.822222222222223,24.321703703703704,8.327426604924764
003,2019-07-31,0.031,11.657,178,3.221,4.6157599656792785,5.160147729601539,24.11836046511628,7.808361445783133,27.132491525423728,10.412142857142857,2.5904795071584203,0.3496093225900006,0.4246204706022202,0.06182719102073242,178,0.21,8.02,1.7,102.9,2.5548876404494383,31.2,4.817093023255814,0.44180722891566265,60.574418604651164,3.707228915662651,0.515,2.5505,3.141,3.798,3.191,3.191,0.2236842105263158,1.6794186046511628,0.25709302325581396,0.1530845392231531,104.86265060240964,109.075,NA,NA,NA,7.963,28.5188,7.945097591736348
003,2019-08-29,0.11133333333333333,11.801333333333334,143,4.601,3.305727494707502,6.374690554237549,24.827830508474577,7.434428571428572,23.499531645569622,8.385182291666666,2.789268583035664,0.6928502489200726,0.3751463332464983,0.06747858482741806,100,0,7.9,0,96.46666666666668,4.8019,57.66066666666667,7.543220338983051,0.016666666666666666,91.12090395480226,0.15,0.11133333333333333,3.1638333333333333,3.7466666666666666,3.945333333333333,4.417,4.503666666666667,0.29328358208955224,1.4070621468926554,0.15875706214689267,0.11282874924713913,153.2891156462585,156.78666666666666,39.34148277389277,-91.15320794871795,238.2018648018648,7.88,25.46388888888889,8.008891729157616
005,2019-07-31,0.01866666666666666,14.023333333333332,80,3.8833333333333333,2.900254538154729,5.980531555508462,28.391152777777776,6.440324074074074,27.419614583333335,8.434583333333334,3.8007174511826634,0.9949220875694113,0.4444345226830996,0.02262666849364042,80,0.24,8.18,1.9,105.8,4.0428749999999996,48.597500000000004,8.111805555555556,0.5812962962962963,104.43611111111112,4.786111111111111,0.01866666666666666,3.557666666666667,5.8549999999999995,7.242333333333333,3.515,5.073,2.1218543046357614,0.5230555555555555,0.14958333333333335,0.28597981943706857,110.60740740740741,3.6416666666666666,NA,NA,NA,8.174166666666666,28.70641666666667,8.07
005,2019-08-29,0.007,13.948666666666666,93,5.078666666666667,5.454931598691024,6.679848076605694,22.477633333333333,6.550695238095238,22.96313475177305,7.923311594202898,2.2580710504496437,0.47040980933663595,0.29763188153169046,0.018780758148943526,93,0.13333333333333333,8.193333333333333,1.1,101.1,2.994587813620072,34.86379928315412,5.1674,0.3301904761904762,61.36266666666667,2.718095238095238,0.007,2.452166666666667,5.122,5.998333333333333,4.884666666666667,4.884666666666667,6.971900826446282,1.0710666666666666,2.5262666666666664,2.3586455869538154,76.96761904761905,35.4,39.02135125448029,-90.9198458781362,170.07060931899642,8.185555555555554,25.994222222222223,7.860008528051072
013,2019-07-25,0.063,7.701,116,4.2010000000000005,5.57015765616458,5.983684082521479,27.20682558139535,17.11827272727273,28.560057971014494,19.063340425531916,2.296790108033747,0.5659590543155827,0.5660934446090441,0.05764320916880552,116,0.32,12.39,3.3,160.7,5.94051724137931,76.55431034482758,7.865116279069768,0.38636363636363635,101.70348837209302,4.027272727272727,0.94,2.8785,3.9,4.569,0.75,2.654,0.683937823834197,2.0138372093023253,1.7323255813953489,0.860211328598649,-67.2909090909091,-83.25,NA,NA,NA,11.867272727272727,29.426454545454543,8.77091866568638
013,2019-08-15,0.072,8.056,95,5.7940000000000005,7.7884532871378855,7.886615505320302,25.10247777777778,16.553666666666665,27.048281690140843,17.57075,1.8316612400836902,0.4873213620636561,0.44925798410028994,0.03125940980735524,95,0.24,7.75,2.5,101.2,3.540947368421053,45.51578947368421,3.723888888888889,0.24333333333333332,47.903333333333336,2.5,0.71,3.262,3.712,4.265,0.664,8.024,0.6394366197183099,1.8286666666666667,1.0565555555555555,0.5777737270628266,-96.86666666666666,-94.84285714285714,NA,NA,NA,7.645,29.54525,8.51
013,2019-08-21,0.02866666666666666,7.071666666666666,90,2.8305,3.041827748716897,7.071666666666666,28.501715151515153,17.655,28.555071895424838,23.01028205128205,2.567377043797592,0.5863502031711313,0.4625277218894082,0.025254765956986037,90,0.11,9.106666666666666,1.2,119.23333333333332,3.5067777777777778,45.34148148148148,5.5639393939393935,0.11,72.0939393939394,1.2,0.452,2.8433333333333333,2.663666666666667,2.8326666666666664,0.6833333333333333,1.376,0.7687434002111933,2.3963636363636365,1.9357575757575758,0.8077895801719778,26.333333333333336,24.747619047619047,38.60129281481481,-92.30233803703703,190.08666666666667,8.942777777777778,29.447111111111113,9.094464367341988
017,2019-05-30,0.18,13.978666666666667,164,2.6176666666666666,5.526065849263555,5.67057159693446,20.539540084388186,8.467923694779117,25.667139784946237,11.680125313283208,1.7259533912593952,0.6442806488473876,0.24441440501104986,0.0297275634759395,164,0.15,11.24,1.2666666666666666,127.76666666666668,4.9818699186991875,53.84126016260163,8.38029535864979,1.7779518072289158,94.7240506329114,15.399196787148595,2.8863333333333334,3.3708333333333336,9.177,11.160666666666666,4.689,4.634333333333333,0.1366782006920415,0.9981856540084388,0.09324894514767933,0.09341843851714081,197.49236947791164,175.34166666666664,NA,NA,NA,8.9075,25.761833333333335,8.448342902868873
017,2019-06-19,0.00166666666666666,14.223333333333333,124,4.175666666666666,5.60262921474333,6.956034303200901,23.13036815920398,8.397951388888888,24.512802469135803,10.503933333333332,2.3139638388719277,0.2663935465016935,0.2971050519324166,0.018695450323639912,124,0.06,9.416666666666666,0.5,111.8,5.136129032258064,59.16102150537635,8.601144278606965,0.6761111111111111,101.38358208955223,5.86875,2.6753333333333336,4.336166666666667,7.273333333333333,9.075,4.8933333333333335,9.650333333333332,0.4562647754137116,0.5566169154228856,0.097363184079602,0.1749195566678584,130.96527777777777,10.133333333333333,NA,NA,NA,9.10095238095238,25.135285714285715,8.459525373047784
017,2019-07-18,0,7.583,129,4.6805,6.163480048281478,7.2258525997730025,24.863855855855856,11.3416,27.4388375,16.149,2.4884131884768976,0.4048262433381222,0.5756636104820235,0.041870514644958716,129,3.21,8.14,29.2,103.8,6.546744186046512,79.07209302325582,7.035855855855855,3.318,86.49009009009009,30.4,0,3.9935,NA,NA,7.106,5.18,0.07246376811594203,0.3164864864864865,-0.03045045045045045,-0.09621406205522347,92.34,92.21428571428571,NA,NA,NA,8.12,27.978142857142856,8.48288071567453
