KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,9/16/2020 20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,1.03,4.23,316.9,0.953,361,107.9,9.99,222.6,0.093,0.17,357.3,2.29,2.15,232,29.77,NA,-141.9,19.075,0.965,89.99999,180,99.9,0.02,12,979.9
,,,STANDARD DEVIATION:,0.31,1.25,0.2,0.497,0.3,0.4,0.03,1.2,0.049,0,0.3,0.76,0.71,0,14.38,0,0.2,0.017,0.491,0,0,0,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18F102214,18F102214,17F102078,17F104892,17F102078,18E105016,18E105016,18E106369,17F104892,17F102078,17F102078,18F102214,18F102214,17F102078,18E100543,18E106369,18E106369,17F102078,17F104892,18F101544,18F101544,18F101544,18F101544,18F101544,18F101544
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Pressure bar a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mbars
9/15/2020,15:28:31,0,sakatah mid,0.74,3.03,316.7,-0.005,360.6,106.7,9.87,224.9,0,0.17,357,1.99,1.86,232,17.82,8.35,-141.4,19.096,-0.005,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:32,0,sakatah mid,0.76,3.13,316.8,-0.005,360.6,106.9,9.89,224.8,-0.001,0.17,357,2.08,1.95,232,28.01,8.35,-141.6,19.102,-0.005,89.99999,180,99.9,0.02,12,980
9/15/2020,15:28:33,0,sakatah mid,0.73,3.01,317,-0.005,360.9,107.2,9.91,224.7,-0.001,0.17,357.3,1.74,1.63,232,19.84,8.35,-141.8,19.101,-0.005,89.99999,180,99.9,0.02,12,980
9/15/2020,15:28:34,0,sakatah mid,0.73,2.99,317,-0.004,360.9,107.3,9.93,224.6,0,0.17,357.3,1.62,1.52,232,17.34,8.35,-141.9,19.101,0.005,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:35,0,sakatah mid,0.76,3.13,316.9,0.033,360.9,107.5,9.94,224.6,0.003,0.17,357.2,1.73,1.62,232,15.59,8.35,-141.9,19.099,0.05,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:36,0,sakatah mid,0.74,3.02,316.9,0.079,360.8,107.6,9.96,224.5,0.008,0.17,357.1,1.58,1.48,232,13.6,8.35,-141.9,19.098,0.113,89.99999,180,99.9,0.02,12,979.8
9/15/2020,15:28:37,0,sakatah mid,0.71,2.9,316.9,0.166,360.8,107.7,9.96,224.3,0.016,0.17,357.1,1.56,1.46,232,28.78,8.35,-141.9,19.099,0.196,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:38,0,sakatah mid,0.69,2.85,316.9,0.243,360.8,107.9,9.98,224.3,0.024,0.17,357.2,1.4,1.31,232,35.44,8.35,-141.9,19.1,0.26,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:39,0,sakatah mid,0.73,2.98,316.8,0.32,360.7,108,9.99,224.4,0.031,0.17,357.1,1.32,1.24,232,15.32,8.35,-141.9,19.1,0.352,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:40,0,sakatah mid,0.71,2.9,316.9,0.414,360.8,108,9.99,224.1,0.041,0.17,357.2,1.29,1.21,232,12.57,8.36,-142,19.099,0.463,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:41,0,sakatah mid,0.73,3,316.9,0.562,360.8,108.1,10,223.8,0.055,0.17,357.2,1.52,1.43,232,16.66,8.36,-142.1,19.097,0.604,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:42,0,sakatah mid,0.84,3.44,317,0.632,360.9,108.2,10.01,223.6,0.062,0.17,357.3,1.99,1.87,232,37.13,8.36,-142.1,19.094,0.671,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:43,0,sakatah mid,1.03,4.22,317.1,0.778,361.1,108.2,10,223.4,0.076,0.17,357.5,2.66,2.49,232,12.23,8.36,-142.1,19.089,0.81,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:44,0,sakatah mid,0.95,3.91,317.1,0.872,361.1,108.2,10.01,223.3,0.085,0.17,357.4,2.55,2.39,232,21.1,8.36,-142.1,19.086,0.902,89.99999,180,99.9,0.02,12,980
9/15/2020,15:28:45,0,sakatah mid,0.89,3.65,316.6,0.934,360.6,108.3,10.02,223.2,0.091,0.17,356.9,2.1,1.96,232,14.73,8.36,-142.1,19.084,0.946,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:46,0,sakatah mid,0.84,3.44,316.4,0.99,360.4,108.3,10.02,222.9,0.097,0.17,356.7,1.88,1.76,232,14.71,8.36,-142,19.084,1,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:47,0,sakatah mid,0.81,3.31,316.8,1.002,360.9,108.3,10.02,222.6,0.098,0.17,357.2,1.83,1.71,232,22,8.35,-142,19.083,1.012,89.99999,180,99.9,0.02,12,979.9
9/15/2020,15:28:48,0,sakatah mid,0.99,4.08,316.7,1.048,360.8,108.3,10.02,222.4,0.103,0.17,357.1,2.11,1.98,232,14.89,8.35,-141.9,19.075,1.063,89.99999,180,99.9,0.02,12,979.9
